,UserID,Age,Gender,Location,Income,Profession,Demographics,Platform,Total Time Spent,Video Category,Video Length,Time Spent On Video,Frequency,Satisfaction,Watch Reason,Watch Time,Addiction Level,Generation,Income Group
183,184,20,Female,Japan,85031,Cashier,Rural,YouTube,267,ASMR,17,10,Evening,4,Habit,2:00 PM,2,Gen Z,Upper-Middle Income
184,185,56,Male,Barzil,53380,Labor/Worker,Rural,Instagram,258,Pranks,8,2,Night,7,Entertainment,9:00 PM,5,Gen X,Lower-Middle Income
185,186,23,Male,India,37071,Labor/Worker,Urban,TikTok,86,Jokes/Memes,21,2,Evening,4,Entertainment,2:00 PM,2,Gen Z,Low Income
186,187,25,Male,Philippines,40074,Artist,Rural,Instagram,189,Entertainment,29,27,Afternoon,5,Procrastination,5:00 PM,3,Gen Z,Lower-Middle Income
187,188,44,Male,Germany,87843,Waiting staff,Urban,YouTube,75,Life Hacks,27,14,Morning,2,Procrastination,8:00 AM,0,Gen X,Upper-Middle Income
188,189,26,Female,India,59901,driver,Rural,Instagram,180,Entertainment,1,16,Morning,2,Entertainment,8:00 AM,0,Gen Z,Middle Income
189,190,54,Male,Mexico,31205,Teacher,Rural,YouTube,31,Pranks,20,7,Morning,2,Habit,8:00 AM,0,Gen X,Low Income
190,191,50,Male,Indonesia,75661,Engineer,Rural,YouTube,116,Entertainment,2,21,Evening,4,Boredom,2:00 PM,2,Gen X,Middle Income
191,192,59,Other,Barzil,25906,driver,Rural,YouTube,236,Life Hacks,4,21,Evening,4,Entertainment,2:00 PM,2,Gen X,Low Income
192,193,61,Male,Japan,22591,Waiting staff,Urban,TikTok,225,Jokes/Memes,24,24,Evening,4,Habit,2:00 PM,2,Baby Boomers,Low Income
193,194,41,Female,United States,82987,Labor/Worker,Rural,Instagram,78,Vlogs,21,12,Afternoon,5,Entertainment,5:00 PM,3,Millenials,Upper-Middle Income
194,195,32,Other,India,83370,Teacher,Urban,TikTok,93,Trends,1,28,Evening,4,Habit,2:00 PM,2,Millenials,Upper-Middle Income
195,196,49,Male,Vietnam,74400,Waiting staff,Rural,Instagram,112,Life Hacks,7,23,Evening,4,Habit,2:00 PM,2,Gen X,Middle Income
196,197,49,Male,Pakistan,45150,Waiting staff,Rural,TikTok,48,Jokes/Memes,1,28,Evening,4,Habit,2:00 PM,2,Gen X,Lower-Middle Income
197,198,41,Male,Barzil,51852,Manager,Urban,Facebook,22,Gaming,9,14,Night,7,Habit,9:00 PM,5,Millenials,Lower-Middle Income
198,199,58,Male,United States,62870,Artist,Rural,YouTube,190,Pranks,3,25,Morning,2,Boredom,8:00 AM,0,Gen X,Middle Income
199,200,29,Male,India,72756,Students,Rural,YouTube,277,Entertainment,12,4,Evening,4,Boredom,2:00 PM,2,Millenials,Middle Income
200,201,56,Other,Vietnam,76481,Labor/Worker,Rural,TikTok,22,Pranks,19,26,Evening,4,Entertainment,2:00 PM,2,Gen X,Middle Income
201,202,19,Female,Philippines,21283,driver,Rural,Facebook,129,Jokes/Memes,15,4,Morning,2,Habit,8:00 AM,0,Gen Z,Low Income
202,203,20,Female,Japan,53691,Labor/Worker,Rural,YouTube,66,Trends,22,18,Evening,4,Habit,2:00 PM,2,Gen Z,Lower-Middle Income
203,204,54,Female,India,21125,Artist,Rural,Instagram,49,Gaming,16,3,Night,7,Habit,9:00 PM,5,Gen X,Low Income
204,205,34,Male,India,87065,Students,Rural,TikTok,137,Trends,10,1,Night,7,Boredom,9:00 PM,5,Millenials,Upper-Middle Income
205,206,19,Male,India,46170,Engineer,Urban,YouTube,182,Gaming,22,17,Evening,4,Boredom,2:00 PM,2,Gen Z,Lower-Middle Income
206,207,19,Male,India,28438,Waiting staff,Rural,YouTube,44,Life Hacks,29,7,Night,7,Habit,8:30 PM,5,Gen Z,Low Income
207,208,45,Female,Vietnam,40095,Waiting staff,Rural,TikTok,268,Comedy,27,16,Evening,4,Habit,3:45 PM,2,Gen X,Lower-Middle Income
208,209,40,Male,Indonesia,36154,driver,Rural,TikTok,14,Entertainment,27,5,Night,7,Habit,8:30 PM,5,Millenials,Low Income
209,210,54,Male,Pakistan,28004,driver,Rural,Instagram,227,Entertainment,6,19,Evening,4,Procrastination,3:45 PM,2,Gen X,Low Income
210,211,49,Female,Germany,29752,Students,Rural,Instagram,20,Gaming,29,7,Evening,4,Habit,3:45 PM,2,Gen X,Low Income
211,212,50,Other,India,75426,Manager,Rural,YouTube,126,Vlogs,17,14,Afternoon,5,Habit,6:05 PM,3,Gen X,Middle Income
212,213,18,Other,Mexico,46819,Waiting staff,Urban,YouTube,193,Trends,21,2,Evening,4,Boredom,3:45 PM,2,Gen Z,Lower-Middle Income
213,214,36,Female,Pakistan,44217,Labor/Worker,Rural,TikTok,125,Life Hacks,28,3,Evening,4,Habit,3:45 PM,2,Millenials,Lower-Middle Income
214,215,19,Male,India,52994,Students,Rural,YouTube,171,Jokes/Memes,22,17,Evening,4,Boredom,3:45 PM,2,Gen Z,Lower-Middle Income
215,216,61,Male,Japan,35036,Artist,Rural,YouTube,76,Entertainment,24,16,Night,7,Habit,8:30 PM,5,Baby Boomers,Low Income
216,217,43,Male,India,97275,Engineer,Rural,TikTok,209,Gaming,29,8,Evening,4,Entertainment,3:45 PM,2,Millenials,High Income
217,218,49,Male,United States,69416,Waiting staff,Urban,YouTube,40,Life Hacks,17,18,Morning,2,Procrastination,9:15 AM,0,Gen X,Middle Income
218,219,23,Other,Pakistan,29587,Manager,Rural,YouTube,84,Comedy,21,15,Night,7,Procrastination,8:30 PM,5,Gen Z,Low Income
219,220,49,Male,Mexico,20645,Manager,Rural,Facebook,246,Pranks,19,7,Night,7,Procrastination,8:30 PM,5,Gen X,Low Income
220,221,21,Male,India,50930,Students,Urban,Instagram,75,Trends,18,27,Night,7,Boredom,8:30 PM,5,Gen Z,Lower-Middle Income
221,222,28,Male,Indonesia,50090,Students,Rural,TikTok,79,Life Hacks,11,9,Evening,4,Entertainment,3:45 PM,2,Millenials,Lower-Middle Income
222,223,34,Other,Vietnam,72142,Waiting staff,Rural,Facebook,29,Vlogs,24,6,Afternoon,5,Entertainment,6:05 PM,3,Millenials,Middle Income
223,224,55,Other,United States,46475,Students,Rural,Instagram,235,ASMR,7,18,Evening,4,Habit,3:45 PM,2,Gen X,Lower-Middle Income
224,225,41,Male,Philippines,38888,Labor/Worker,Rural,Instagram,208,Life Hacks,10,18,Evening,4,Boredom,3:45 PM,2,Millenials,Lower-Middle Income
225,226,22,Male,Pakistan,63732,Manager,Rural,Instagram,48,Pranks,7,25,Evening,4,Boredom,3:45 PM,2,Gen Z,Middle Income
226,227,51,Male,Japan,66305,Engineer,Rural,Facebook,154,Entertainment,5,26,Night,7,Habit,8:30 PM,5,Gen X,Middle Income
227,228,23,Male,Vietnam,66037,Engineer,Rural,Facebook,54,Trends,12,24,Night,7,Habit,8:30 PM,5,Gen Z,Middle Income
228,229,39,Other,United States,29346,Manager,Rural,Instagram,100,Gaming,16,14,Evening,4,Habit,3:45 PM,2,Millenials,Low Income
229,230,28,Male,India,20587,Labor/Worker,Rural,YouTube,247,Life Hacks,29,14,Night,7,Entertainment,8:30 PM,5,Millenials,Low Income
230,231,33,Female,United States,32763,Students,Rural,YouTube,79,Pranks,25,14,Night,7,Boredom,8:30 PM,5,Millenials,Low Income
231,232,50,Male,Vietnam,79165,Cashier,Rural,Facebook,175,Life Hacks,21,25,Night,7,Entertainment,8:30 PM,5,Gen X,Middle Income
232,233,26,Other,United States,89615,Students,Urban,Facebook,139,Life Hacks,18,4,Night,7,Boredom,8:30 PM,5,Gen Z,Upper-Middle Income
233,234,23,Male,Germany,56116,Waiting staff,Urban,Facebook,223,ASMR,3,4,Afternoon,5,Entertainment,6:05 PM,3,Gen Z,Lower-Middle Income
234,235,33,Female,Barzil,45556,driver,Urban,Instagram,98,Trends,20,15,Evening,4,Boredom,3:45 PM,2,Millenials,Lower-Middle Income
235,236,46,Female,Indonesia,79042,Students,Urban,YouTube,261,Life Hacks,15,15,Evening,4,Procrastination,3:45 PM,2,Gen X,Middle Income
236,237,20,Other,India,38099,Teacher,Rural,Facebook,81,Jokes/Memes,5,18,Morning,2,Habit,9:15 AM,0,Gen Z,Low Income
237,238,37,Female,Vietnam,65096,Artist,Rural,Facebook,174,Trends,13,14,Night,7,Habit,8:30 PM,5,Millenials,Middle Income
238,239,53,Male,Germany,91986,Students,Rural,TikTok,58,Jokes/Memes,19,26,Evening,4,Habit,3:45 PM,2,Gen X,High Income
239,240,36,Female,Germany,33230,Waiting staff,Rural,Instagram,61,Jokes/Memes,12,1,Afternoon,5,Procrastination,6:05 PM,3,Millenials,Low Income
240,241,43,Other,Philippines,49009,Waiting staff,Rural,TikTok,298,Life Hacks,23,10,Afternoon,5,Entertainment,6:05 PM,3,Millenials,Lower-Middle Income
241,242,20,Other,United States,90969,Cashier,Rural,YouTube,287,Life Hacks,21,29,Evening,4,Entertainment,3:45 PM,2,Gen Z,High Income
242,243,36,Male,Barzil,53866,driver,Rural,TikTok,123,Life Hacks,5,20,Night,7,Procrastination,8:30 PM,5,Millenials,Lower-Middle Income
243,244,37,Female,Germany,96975,driver,Rural,TikTok,248,ASMR,6,10,Night,7,Habit,8:30 PM,5,Millenials,High Income
244,245,49,Male,Barzil,61855,Waiting staff,Urban,TikTok,142,Jokes/Memes,7,10,Evening,4,Procrastination,3:45 PM,2,Gen X,Middle Income
245,246,24,Male,United States,26416,driver,Rural,Instagram,283,Life Hacks,26,27,Night,7,Habit,8:30 PM,5,Gen Z,Low Income
246,247,58,Male,Vietnam,92516,Students,Rural,YouTube,175,Jokes/Memes,10,24,Morning,2,Entertainment,9:15 AM,0,Gen X,High Income
247,248,50,Female,Japan,75915,Students,Rural,TikTok,252,Life Hacks,16,2,Evening,4,Habit,3:45 PM,2,Gen X,Middle Income
248,249,57,Female,United States,38058,Students,Rural,Instagram,147,Jokes/Memes,8,29,Afternoon,5,Habit,6:05 PM,3,Gen X,Low Income
249,250,56,Male,Germany,96637,Labor/Worker,Rural,YouTube,88,Trends,9,28,Afternoon,5,Procrastination,6:05 PM,3,Gen X,High Income
250,251,35,Other,India,60718,Waiting staff,Urban,Facebook,179,Gaming,27,27,Afternoon,5,Entertainment,6:05 PM,3,Millenials,Middle Income
251,252,57,Female,United States,52602,driver,Rural,TikTok,132,Entertainment,4,8,Night,7,Habit,8:30 PM,5,Gen X,Lower-Middle Income
252,253,18,Female,United States,94658,Engineer,Rural,YouTube,185,Comedy,21,1,Evening,4,Habit,3:45 PM,2,Gen Z,High Income
253,254,28,Male,Philippines,98112,driver,Urban,TikTok,91,Gaming,21,1,Afternoon,5,Habit,6:05 PM,3,Millenials,High Income
254,255,45,Female,Indonesia,78067,Waiting staff,Rural,Facebook,96,Pranks,8,4,Afternoon,5,Procrastination,6:05 PM,3,Gen X,Middle Income
255,256,42,Female,India,47516,Labor/Worker,Rural,YouTube,234,Vlogs,25,7,Afternoon,5,Habit,6:05 PM,3,Millenials,Lower-Middle Income
256,257,40,Male,India,21089,Engineer,Rural,Instagram,25,Life Hacks,7,9,Night,7,Procrastination,8:30 PM,5,Millenials,Low Income
257,258,48,Male,Philippines,57346,Engineer,Rural,YouTube,172,Life Hacks,15,16,Evening,4,Boredom,3:45 PM,2,Gen X,Lower-Middle Income
258,259,47,Male,United States,94663,Labor/Worker,Rural,Instagram,107,ASMR,21,5,Evening,4,Habit,3:45 PM,2,Gen X,High Income
259,260,59,Male,United States,30487,Waiting staff,Urban,YouTube,165,Pranks,3,2,Evening,4,Boredom,3:45 PM,2,Gen X,Low Income
260,261,52,Male,United States,20155,Artist,Rural,Instagram,11,Entertainment,17,28,Evening,4,Habit,3:45 PM,2,Gen X,Low Income
261,262,24,Male,Germany,87494,Students,Rural,Facebook,178,Pranks,11,23,Morning,2,Boredom,9:15 AM,0,Gen Z,Upper-Middle Income
262,263,33,Other,Philippines,96229,driver,Rural,Facebook,101,Life Hacks,9,11,Evening,4,Entertainment,3:45 PM,2,Millenials,High Income
263,264,43,Male,Vietnam,58547,Labor/Worker,Rural,Facebook,190,Entertainment,5,18,Morning,2,Entertainment,9:15 AM,0,Millenials,Lower-Middle Income
264,265,19,Male,India,48795,Students,Urban,YouTube,240,Vlogs,25,25,Night,7,Procrastination,8:30 PM,5,Gen Z,Lower-Middle Income
265,266,18,Male,Mexico,75296,driver,Rural,Facebook,157,Pranks,10,25,Afternoon,5,Habit,6:05 PM,3,Gen Z,Middle Income
266,267,29,Male,Pakistan,41447,driver,Rural,TikTok,289,Jokes/Memes,15,19,Evening,4,Habit,3:45 PM,2,Millenials,Lower-Middle Income
267,268,22,Male,United States,56598,Artist,Urban,Facebook,198,Vlogs,28,13,Night,7,Habit,8:30 PM,5,Gen Z,Lower-Middle Income
268,269,54,Female,India,61814,Waiting staff,Urban,Instagram,137,Pranks,29,24,Night,7,Habit,8:30 PM,5,Gen X,Middle Income
269,270,49,Female,India,95330,driver,Rural,Instagram,16,Comedy,14,11,Evening,4,Boredom,3:45 PM,2,Gen X,High Income
270,271,26,Male,India,83278,Labor/Worker,Rural,Instagram,56,ASMR,4,20,Afternoon,5,Entertainment,6:05 PM,3,Gen Z,Upper-Middle Income
271,272,58,Other,Philippines,75077,driver,Rural,YouTube,62,Gaming,21,19,Afternoon,5,Habit,6:05 PM,3,Gen X,Middle Income
272,273,52,Other,United States,91906,Waiting staff,Rural,TikTok,196,Pranks,20,17,Evening,4,Boredom,3:45 PM,2,Gen X,High Income
273,274,36,Male,Pakistan,29528,Waiting staff,Rural,Facebook,47,Comedy,2,5,Evening,4,Entertainment,3:45 PM,2,Millenials,Low Income
274,275,33,Female,Japan,70100,Labor/Worker,Rural,TikTok,235,Jokes/Memes,12,13,Evening,4,Entertainment,3:45 PM,2,Millenials,Middle Income
275,276,20,Female,Germany,28179,driver,Rural,TikTok,62,Pranks,1,27,Night,7,Entertainment,8:30 PM,5,Gen Z,Low Income
276,277,37,Male,Barzil,68781,Engineer,Rural,Instagram,233,Trends,24,20,Night,7,Entertainment,8:30 PM,5,Millenials,Middle Income
277,278,41,Other,Vietnam,75267,Labor/Worker,Rural,Instagram,163,Vlogs,20,1,Afternoon,5,Entertainment,6:05 PM,3,Millenials,Middle Income
278,279,50,Male,Pakistan,43952,Teacher,Rural,Instagram,57,Gaming,5,10,Night,7,Habit,8:30 PM,5,Gen X,Lower-Middle Income
279,280,41,Other,Barzil,73798,Cashier,Rural,YouTube,156,Vlogs,6,8,Evening,4,Habit,3:45 PM,2,Millenials,Middle Income
280,281,28,Female,Philippines,70939,Waiting staff,Rural,TikTok,73,Pranks,24,24,Morning,2,Boredom,9:15 AM,0,Millenials,Middle Income
281,282,25,Female,Barzil,49516,Students,Rural,TikTok,191,Vlogs,11,29,Evening,4,Boredom,3:45 PM,2,Gen Z,Lower-Middle Income
282,283,53,Male,Mexico,76526,Teacher,Rural,YouTube,134,Gaming,8,8,Evening,4,Procrastination,3:45 PM,2,Gen X,Middle Income
283,284,55,Male,India,30449,Labor/Worker,Rural,YouTube,188,Trends,7,19,Evening,4,Boredom,3:45 PM,2,Gen X,Low Income
284,285,57,Male,Pakistan,70290,Students,Urban,YouTube,48,Entertainment,4,6,Afternoon,5,Habit,6:05 PM,3,Gen X,Middle Income
285,286,37,Male,Philippines,92954,Waiting staff,Rural,TikTok,269,Vlogs,6,12,Evening,4,Entertainment,3:45 PM,2,Millenials,High Income
286,287,52,Male,Pakistan,42746,Students,Rural,TikTok,12,Vlogs,16,28,Evening,4,Habit,3:45 PM,2,Gen X,Lower-Middle Income
287,288,42,Female,Mexico,87990,Waiting staff,Rural,Instagram,73,Jokes/Memes,20,7,Night,7,Procrastination,8:30 PM,5,Millenials,Upper-Middle Income
288,289,52,Male,United States,78810,Students,Rural,Instagram,38,Pranks,15,16,Night,7,Habit,8:30 PM,5,Gen X,Middle Income
289,290,42,Female,United States,35223,Labor/Worker,Urban,TikTok,20,Life Hacks,14,9,Afternoon,5,Entertainment,6:05 PM,3,Millenials,Low Income
290,291,46,Female,United States,92237,Teacher,Rural,Instagram,106,ASMR,23,21,Evening,4,Habit,3:45 PM,2,Gen X,High Income
291,292,35,Female,Indonesia,22597,Labor/Worker,Urban,YouTube,212,Jokes/Memes,12,25,Night,7,Entertainment,8:30 PM,5,Millenials,Low Income
292,293,63,Male,Barzil,85677,Waiting staff,Urban,Facebook,30,Trends,29,22,Evening,4,Habit,3:45 PM,2,Baby Boomers,Upper-Middle Income
293,294,35,Male,Indonesia,22659,Students,Rural,Instagram,48,Jokes/Memes,12,10,Evening,4,Boredom,3:45 PM,2,Millenials,Low Income
294,295,19,Female,India,94567,Waiting staff,Rural,TikTok,232,Jokes/Memes,16,10,Afternoon,5,Habit,6:05 PM,3,Gen Z,High Income
295,296,52,Male,Vietnam,35037,Labor/Worker,Rural,Instagram,111,Life Hacks,15,10,Afternoon,5,Habit,6:05 PM,3,Gen X,Low Income
296,297,33,Female,Mexico,66738,Engineer,Rural,Instagram,55,Life Hacks,29,20,Night,7,Entertainment,8:30 PM,5,Millenials,Middle Income
297,298,58,Female,Philippines,91678,Engineer,Rural,Instagram,75,Trends,13,29,Evening,4,Boredom,3:45 PM,2,Gen X,High Income
298,299,53,Male,Pakistan,32109,Waiting staff,Rural,Facebook,100,Pranks,11,16,Morning,2,Boredom,9:15 AM,0,Gen X,Low Income
299,300,50,Female,Germany,42010,Students,Rural,YouTube,173,Entertainment,17,1,Afternoon,5,Habit,6:05 PM,3,Gen X,Lower-Middle Income
300,301,21,Female,Philippines,28787,Waiting staff,Rural,TikTok,120,Vlogs,21,17,Afternoon,5,Entertainment,6:05 PM,3,Gen Z,Low Income
301,302,50,Male,Barzil,28472,Engineer,Urban,Facebook,132,Vlogs,15,26,Afternoon,5,Habit,6:05 PM,3,Gen X,Low Income
302,303,31,Male,Indonesia,43383,Cashier,Rural,TikTok,202,Jokes/Memes,14,21,Afternoon,5,Boredom,6:05 PM,3,Millenials,Lower-Middle Income
303,304,38,Other,Indonesia,81709,Waiting staff,Rural,TikTok,108,Gaming,10,29,Evening,4,Boredom,3:45 PM,2,Millenials,Upper-Middle Income
304,305,37,Other,United States,89785,Artist,Rural,TikTok,168,Jokes/Memes,12,14,Evening,4,Boredom,3:45 PM,2,Millenials,High Income
305,306,25,Male,Indonesia,54518,Waiting staff,Rural,Facebook,112,Life Hacks,16,19,Night,7,Habit,8:30 PM,5,Gen Z,Lower-Middle Income
306,307,24,Female,Vietnam,73909,driver,Rural,YouTube,290,Entertainment,15,21,Evening,4,Habit,3:45 PM,2,Gen Z,Middle Income
307,308,20,Male,Japan,38351,Students,Rural,TikTok,52,Trends,10,21,Morning,2,Entertainment,9:15 AM,0,Gen Z,Low Income
308,309,34,Female,Pakistan,89624,Engineer,Rural,YouTube,93,Jokes/Memes,4,17,Afternoon,5,Habit,6:05 PM,3,Millenials,Upper-Middle Income
309,310,50,Male,Japan,73330,Manager,Rural,YouTube,200,Jokes/Memes,27,14,Morning,2,Entertainment,9:15 AM,0,Gen X,Middle Income
310,311,29,Female,Pakistan,35282,driver,Rural,Instagram,60,Trends,23,8,Night,7,Habit,8:30 PM,5,Millenials,Low Income
311,312,39,Female,Mexico,41778,Manager,Rural,Facebook,219,Trends,29,21,Night,7,Habit,8:30 PM,5,Millenials,Lower-Middle Income
312,313,39,Other,Pakistan,44264,Students,Urban,Facebook,135,Jokes/Memes,9,21,Night,7,Habit,8:30 PM,5,Millenials,Lower-Middle Income
313,314,63,Female,Japan,79675,Waiting staff,Rural,Instagram,78,Jokes/Memes,21,9,Evening,4,Boredom,3:45 PM,2,Baby Boomers,Middle Income
314,315,47,Male,Philippines,25075,Engineer,Rural,Instagram,274,Entertainment,20,8,Night,7,Procrastination,8:30 PM,5,Gen X,Low Income
315,316,55,Female,Pakistan,95948,Teacher,Rural,YouTube,267,Gaming,9,13,Night,7,Entertainment,8:30 PM,5,Gen X,High Income
316,317,55,Other,Mexico,68454,driver,Rural,TikTok,197,Jokes/Memes,21,17,Afternoon,5,Boredom,6:05 PM,3,Gen X,Middle Income
317,318,62,Male,Mexico,48365,Students,Rural,Facebook,239,Entertainment,25,19,Night,7,Habit,8:30 PM,5,Baby Boomers,Lower-Middle Income
318,319,25,Other,India,92766,Waiting staff,Rural,TikTok,198,Entertainment,24,28,Afternoon,5,Boredom,6:05 PM,3,Gen Z,High Income
319,320,44,Male,Pakistan,68200,driver,Urban,TikTok,19,Entertainment,20,7,Afternoon,5,Entertainment,6:05 PM,3,Gen X,Middle Income
320,321,44,Female,Germany,31002,Students,Rural,Instagram,123,Life Hacks,11,17,Morning,2,Entertainment,9:15 AM,0,Gen X,Low Income
321,322,51,Male,United States,33947,Engineer,Rural,TikTok,85,Gaming,11,1,Afternoon,5,Entertainment,6:05 PM,3,Gen X,Low Income
322,323,38,Male,United States,99222,Artist,Urban,YouTube,173,Comedy,7,5,Evening,4,Habit,3:45 PM,2,Millenials,High Income
323,324,47,Other,India,98610,driver,Urban,Instagram,94,Trends,21,25,Evening,4,Habit,3:45 PM,2,Gen X,High Income
324,325,50,Male,Mexico,72142,Manager,Urban,TikTok,58,ASMR,10,6,Afternoon,5,Entertainment,6:05 PM,3,Gen X,Middle Income
325,326,45,Female,India,76307,Manager,Urban,Instagram,186,Gaming,4,26,Night,7,Habit,8:30 PM,5,Gen X,Middle Income
326,327,64,Male,United States,24493,Students,Rural,YouTube,227,Gaming,5,2,Night,7,Entertainment,8:30 PM,5,Baby Boomers,Low Income
327,328,50,Male,Vietnam,70085,Manager,Rural,YouTube,198,ASMR,5,27,Afternoon,5,Boredom,6:05 PM,3,Gen X,Middle Income
328,329,22,Male,Barzil,54228,Students,Rural,TikTok,239,Gaming,11,25,Night,7,Habit,8:30 PM,5,Gen Z,Lower-Middle Income
329,330,36,Other,Pakistan,99676,Students,Rural,Instagram,264,Jokes/Memes,9,16,Afternoon,5,Habit,6:05 PM,3,Millenials,High Income
330,331,21,Other,Japan,71875,driver,Rural,TikTok,245,Jokes/Memes,28,22,Afternoon,5,Entertainment,6:05 PM,3,Gen Z,Middle Income
331,332,52,Male,India,51655,Waiting staff,Rural,TikTok,35,Life Hacks,16,5,Afternoon,5,Entertainment,6:05 PM,3,Gen X,Lower-Middle Income
332,333,34,Other,India,63472,Students,Rural,Instagram,81,Vlogs,9,5,Afternoon,5,Habit,6:05 PM,3,Millenials,Middle Income
333,334,61,Female,United States,69437,Waiting staff,Rural,TikTok,270,ASMR,22,12,Evening,4,Entertainment,3:45 PM,2,Baby Boomers,Middle Income
334,335,45,Female,Pakistan,69416,driver,Rural,YouTube,263,ASMR,4,3,Night,7,Boredom,8:30 PM,5,Gen X,Middle Income
335,336,47,Female,India,79711,Teacher,Rural,Instagram,280,Trends,2,16,Afternoon,5,Boredom,6:05 PM,3,Gen X,Middle Income
336,337,46,Male,Barzil,26816,Students,Urban,Instagram,132,ASMR,14,6,Night,7,Procrastination,8:30 PM,5,Gen X,Low Income
337,338,63,Male,India,97175,Labor/Worker,Rural,Instagram,153,Gaming,3,15,Evening,4,Entertainment,3:45 PM,2,Baby Boomers,High Income
338,339,23,Female,United States,84307,Students,Rural,Instagram,266,Life Hacks,18,15,Night,7,Boredom,8:30 PM,5,Gen Z,Upper-Middle Income
339,340,52,Male,India,66733,Labor/Worker,Rural,TikTok,153,Gaming,21,29,Evening,4,Habit,3:45 PM,2,Gen X,Middle Income
340,341,58,Male,India,31240,Engineer,Rural,TikTok,268,Life Hacks,6,16,Morning,2,Boredom,9:15 AM,0,Gen X,Low Income
341,342,54,Other,Vietnam,91363,Students,Urban,YouTube,56,Entertainment,11,20,Morning,2,Entertainment,9:15 AM,0,Gen X,High Income
342,343,41,Female,India,52762,Cashier,Urban,Facebook,22,ASMR,21,13,Morning,2,Habit,9:15 AM,0,Millenials,Lower-Middle Income
343,344,46,Male,India,28259,driver,Urban,Facebook,217,Vlogs,18,12,Evening,4,Entertainment,3:45 PM,2,Gen X,Low Income
344,345,63,Female,Barzil,70139,Labor/Worker,Rural,YouTube,244,Entertainment,12,10,Evening,4,Boredom,3:45 PM,2,Baby Boomers,Middle Income
345,346,48,Female,United States,34849,Engineer,Rural,Facebook,158,ASMR,5,14,Night,7,Boredom,8:30 PM,5,Gen X,Low Income
346,347,52,Male,India,74869,Students,Rural,YouTube,164,Life Hacks,9,2,Evening,4,Habit,3:45 PM,2,Gen X,Middle Income
347,348,50,Other,Indonesia,83095,Waiting staff,Urban,TikTok,175,Comedy,20,29,Evening,4,Boredom,3:45 PM,2,Gen X,Upper-Middle Income
348,349,38,Female,United States,90910,Engineer,Rural,Instagram,99,Life Hacks,28,3,Morning,2,Boredom,9:15 AM,0,Millenials,High Income
349,350,49,Male,India,43567,Labor/Worker,Rural,Instagram,195,Life Hacks,26,9,Night,7,Entertainment,8:30 PM,5,Gen X,Lower-Middle Income
350,351,40,Male,Vietnam,55292,driver,Rural,TikTok,183,Comedy,18,11,Morning,2,Habit,9:15 AM,0,Millenials,Lower-Middle Income
351,352,50,Male,Barzil,94813,Students,Rural,Instagram,226,Entertainment,19,11,Evening,4,Habit,3:45 PM,2,Gen X,High Income
352,353,20,Other,Germany,71631,Manager,Rural,Instagram,273,Jokes/Memes,3,25,Afternoon,5,Habit,6:05 PM,3,Gen Z,Middle Income
353,354,35,Female,Pakistan,29885,Waiting staff,Rural,Facebook,106,Trends,9,22,Night,7,Habit,8:30 PM,5,Millenials,Low Income
354,355,42,Female,Japan,79659,Teacher,Rural,TikTok,126,Trends,4,10,Night,7,Boredom,8:30 PM,5,Millenials,Middle Income
355,356,59,Male,Philippines,74306,Labor/Worker,Rural,Facebook,208,Jokes/Memes,17,26,Night,7,Boredom,8:30 PM,5,Gen X,Middle Income
356,357,48,Female,Philippines,86314,Labor/Worker,Rural,Facebook,30,Entertainment,17,14,Evening,4,Entertainment,3:45 PM,2,Gen X,Upper-Middle Income
357,358,20,Other,Japan,85087,Waiting staff,Rural,Instagram,209,Pranks,23,9,Morning,2,Habit,9:15 AM,0,Gen Z,Upper-Middle Income
358,359,57,Male,Japan,49165,Labor/Worker,Rural,Instagram,257,Trends,23,20,Night,7,Entertainment,8:30 PM,5,Gen X,Lower-Middle Income
359,360,63,Male,India,78929,Waiting staff,Rural,TikTok,285,Jokes/Memes,2,27,Evening,4,Boredom,3:45 PM,2,Baby Boomers,Middle Income
360,361,41,Male,India,87028,Students,Rural,Instagram,273,Jokes/Memes,9,21,Evening,4,Habit,3:45 PM,2,Millenials,Upper-Middle Income
361,362,49,Other,Barzil,69812,Students,Rural,Instagram,67,Trends,9,10,Afternoon,5,Entertainment,6:05 PM,3,Gen X,Middle Income
362,363,64,Male,United States,70500,Cashier,Rural,TikTok,40,Jokes/Memes,5,22,Evening,4,Procrastination,3:45 PM,2,Baby Boomers,Middle Income
363,364,39,Female,India,99151,Teacher,Urban,Instagram,258,Jokes/Memes,15,29,Morning,2,Entertainment,9:15 AM,0,Millenials,High Income
364,365,40,Female,India,78643,Engineer,Urban,Facebook,102,Trends,15,9,Evening,4,Boredom,3:45 PM,2,Millenials,Middle Income
365,366,19,Male,Pakistan,64900,Cashier,Urban,TikTok,274,Entertainment,3,29,Afternoon,5,Boredom,6:05 PM,3,Gen Z,Middle Income
366,367,44,Male,Indonesia,62946,Students,Urban,Instagram,280,Gaming,19,5,Night,7,Procrastination,8:30 PM,5,Gen X,Middle Income
367,368,59,Male,Philippines,27851,Students,Rural,YouTube,103,Jokes/Memes,28,8,Night,7,Boredom,8:30 PM,5,Gen X,Low Income
368,369,19,Female,Barzil,36288,Students,Urban,TikTok,163,Jokes/Memes,3,11,Night,7,Habit,8:30 PM,5,Gen Z,Low Income
